"미션ID","축","영역","행운의행동","유형","측정분류","측정데이터_핵심","모델연동","측정시작조건","완료판정","행운의위치_후보","행운의숫자_최소","행운의숫자_최대","행운의숫자_간격","단위","시간대","오늘의운세_해석","오늘의한줄_템플릿","수행안내_안전문구","안전태그","시니어안전","검수상태","운동종목","운동강도","강도근거","강도판정메모","추천노출가중치","추천노출풀","추천노출조건","운동집계반영안","검토_우선순위","검토_주요문제","검토_수정제안"
"RECOVERY_CLOSE_40","水","수분·회복","오늘의 쉼 정하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","1","1","가지","저녁","나에게 필요한 쉼을 고르는 것이 오늘의 가장 큰 행운이에요.","오늘 나에게 필요한 쉼 {num}{unit} 정하기!","아무것도 하지 않는 쉼도 좋은 선택이에요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"RUN_LIGHT_01","木","유산소","가볍게 뛰기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","가까운 공원,집 주변","300","500","100","m","아침,오후","가벼운 뜀걸음이 오늘의 활력운을 깨워줘요.","{place}에서 {num}{unit} 가볍게 뛰기!","걷기부터 시작하고 숨이 차거나 통증이 있으면 바로 걷기로 바꿔요.","HIGH_IMPACT","N","검수대기","유산소","중","지침서표","약하게 달리기 4.5 MET (65쪽)","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 천천히/가볍게 달리기와 현재 2.2m/s 하한 필터 불일치 가능","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 수행 안내와 감지 조건을 맞추고 걷기 전환 시 구간 기록"
"RUN_PARK_02","木","유산소","공원에서 천천히 달리기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","가까운 공원,집 주변","400","600","100","m","아침,오후","천천히 달리는 리듬이 오늘의 기분을 환기해줘요.","{place}에서 {num}{unit} 천천히 달리기!","평지와 밝은 길을 고르고 보폭은 작게 유지해요.","HIGH_IMPACT","N","검수대기","유산소","중","지침서표","약하게 달리기 4.5 MET 준용, 천천히 명시","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 천천히/가볍게 달리기와 현재 2.2m/s 하한 필터 불일치 가능","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 수행 안내와 감지 조건을 맞추고 걷기 전환 시 구간 기록"
"RUN_WALK_03","木","유산소","걷고 뛰기 번갈아 하기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","가까운 공원,집 주변","300","500","100","m","오후","걷기와 뜀걸음을 섞으면 오늘의 흐름이 자연스러워져요.","{place}에서 {num}{unit} 걷고 뛰기 번갈아 하기!","힘들면 뛰는 구간을 줄이고 걷기만 해도 괜찮아요.","HIGH_IMPACT","N","검수대기","유산소","중","RPE","걷기-뛰기 인터벌 평균 강도","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 천천히/가볍게 달리기와 현재 2.2m/s 하한 필터 불일치 가능 / 걷기만 해도 된다는 안내와 달리기 속도 필터 충돌","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 수행 안내와 감지 조건을 맞추고 걷기 전환 시 구간 기록 / 걷기/달리기 구간을 나누어 시간과 실제 강도를 저장; 대체 수행 별도 기록"
"RUN_SHORT_04","木","유산소","짧은 거리 뛰기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","집 주변,가까운 산책로","200","400","100","m","언제나","짧은 도전이 오늘의 자신감을 한 걸음 키워줘요.","{place}에서 {num}{unit} 짧은 거리 뛰기!","출발 전 발목을 가볍게 풀고 무리해서 속도를 내지 않아요.","HIGH_IMPACT","N","검수대기","유산소","중","지침서표","약하게 달리기 4.5 MET 준용","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 천천히/가볍게 달리기와 현재 2.2m/s 하한 필터 불일치 가능","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 수행 안내와 감지 조건을 맞추고 걷기 전환 시 구간 기록"
"RUN_EVENING_05","木","유산소","느긋하게 뛰기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","집 주변,가까운 공원","300","500","100","m","저녁","하루의 끝에 가벼운 달리기가 기분 좋은 활력을 남겨줘요.","{place}에서 {num}{unit} 가볍게 뛰기!","어두운 길은 피하고 이어폰 소리는 주변 소리가 들리게 해요.","HIGH_IMPACT","N","검수대기","유산소","중","지침서표","약하게 달리기 4.5 MET 준용","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 천천히/가볍게 달리기와 현재 2.2m/s 하한 필터 불일치 가능","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 수행 안내와 감지 조건을 맞추고 걷기 전환 시 구간 기록"
"RUN_ROUTE_06","木","유산소","익숙한 길 달리기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","집 주변,가까운 산책로","500","800","100","m","아침,오후","익숙한 길을 달리면 오늘의 도전운이 안정적으로 자라요.","{place}에서 익숙한 길을 따라 {num}{unit} 달리기!","신호와 보행자를 살피고 컨디션이 좋지 않으면 걷기로 전환해요.","HIGH_IMPACT","N","검수대기","유산소","중","RPE","속도 언급 없어 애매하면 낮게, 거리만 김","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 천천히/가볍게 달리기와 현재 2.2m/s 하한 필터 불일치 가능","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 수행 안내와 감지 조건을 맞추고 걷기 전환 시 구간 기록"
"STAIR_COUNT_01","木","유산소","계단 10칸 이상 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","10","15","5","칸","아침,오후","한 칸씩 오르는 힘이 오늘의 자신감을 세워줘요.","{place}에서 계단 {num}{unit} 오르기!","난간을 잡고 천천히 올라가요. 무릎이 불편하면 걷기로 바꿔요.","HIGH_IMPACT","Y","검수대기","유산소","중","추정","계단 오르기, 지침서 단독 항목 없음. 짐 없이 보통 속도 추정(6-2 규칙)","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지 / 지원 도구·통증·균형 조건으로 적합성 세분화"
"STAIR_COUNT_02","木","유산소","계단 천천히 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","10","20","5","칸","오후","천천히 쌓는 한 칸이 오늘의 활력운이 돼요.","{place}에서 계단 {num}{unit} 천천히 오르기!","발 전체를 디디고 난간을 잡아 균형을 지켜요.","HIGH_IMPACT","Y","검수대기","유산소","중","추정","천천히 오르기 명시, 계단 자체가 최소 중강도","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지 / 지원 도구·통증·균형 조건으로 적합성 세분화"
"STAIR_COUNT_03","木","유산소","난간 잡고 계단 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","15","20","5","칸","언제나","안정된 한 걸음이 오늘의 좋은 흐름을 만들어요.","{place}에서 난간을 잡고 계단 {num}{unit} 오르기!","한 칸씩 오르고 숨이 차면 중간에 쉬어가요.","HIGH_IMPACT","Y","검수대기","유산소","중","추정","계단 보통 속도 추정","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지 / 지원 도구·통증·균형 조건으로 적합성 세분화"
"STAIR_COUNT_04","木","유산소","가까운 계단 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","15","25","5","칸","아침,오후","가까운 계단의 작은 선택이 오늘의 기운을 깨워줘요.","{place}에서 가까운 계단 {num}{unit} 오르기!","미끄럽거나 어두운 계단은 피하고 발밑을 살펴요.","HIGH_IMPACT","Y","검수대기","유산소","중","추정","계단 보통 속도 추정","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지 / 지원 도구·통증·균형 조건으로 적합성 세분화"
"STAIR_COUNT_05","木","유산소","식사 뒤 계단 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실","10","20","5","칸","점심,저녁","식사 뒤의 가벼운 움직임이 몸의 리듬을 도와줘요.","식사 뒤 {place}에서 계단 {num}{unit} 오르기!","식사 직후 불편하면 잠깐 쉬었다가 시작해요.","HIGH_IMPACT","Y","검수대기","유산소","중","추정","계단 보통 속도 추정","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지 / 지원 도구·통증·균형 조건으로 적합성 세분화"
"STAIR_COUNT_06","木","유산소","계단 20칸 이상 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","20","25","5","칸","오후","조금 더 오르는 선택이 오늘의 성취운을 키워줘요.","{place}에서 계단 {num}{unit} 도전하기!","무릎이나 발목에 통증이 있으면 목표를 낮추거나 멈춰요.","HIGH_IMPACT","Y","검수대기","유산소","중","추정","칸수만 많고 속도 언급 없어 애매하면 낮게","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지 / 지원 도구·통증·균형 조건으로 적합성 세분화"
"STAIR_COUNT_07","木","유산소","계단 쉬어가며 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","20","30","5","칸","언제나","쉬어가는 힘이 오늘의 도전을 오래 이어줘요.","{place}에서 쉬어가며 계단 {num}{unit} 오르기!","중간에 멈춰 숨을 고르고 난간에서 손을 떼지 않아요.","HIGH_IMPACT","Y","검수대기","유산소","중","추정","쉬어가며로 강도 완화되나 계단 최소 중강도 유지","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지 / 지원 도구·통증·균형 조건으로 적합성 세분화"
"STAIR_COUNT_08","木","유산소","계단으로 한 번 이동하기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","15","30","5","칸","오후","일상의 이동을 바꾸면 오늘의 활력도 달라져요.","{place}에서 계단 {num}{unit} 오르며 이동하기!","엘리베이터를 타야 할 만큼 힘들면 무리하지 않아요.","HIGH_IMPACT","Y","검수대기","유산소","중","추정","계단 보통 속도 추정","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지 / 지원 도구·통증·균형 조건으로 적합성 세분화"
"STAIR_COUNT_09","木","유산소","계단 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","10","15","5","칸","아침","아침의 한 걸음이 오늘의 기운을 산뜻하게 열어요.","{place}에서 계단 {num}{unit} 오르기!","급하게 오르지 말고 몸이 덜 풀렸다면 걷기로 바꿔요.","HIGH_IMPACT","Y","검수대기","유산소","중","추정","계단 보통 속도 추정","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지 / 지원 도구·통증·균형 조건으로 적합성 세분화"
"STAIR_COUNT_10","木","유산소","계단 오르기로 마무리하기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","25","30","5","칸","오후","마지막 한 칸까지의 꾸준함이 오늘의 성취운을 완성해요.","{place}에서 계단 {num}{unit} 오르기로 마무리하기!","목표보다 몸 상태를 우선하고 통증이 있으면 바로 멈춰요.","HIGH_IMPACT","Y","검수대기","유산소","중","추정","계단 보통 속도 추정","1.5","운동우선","일반 노출 후보","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 10~40칸은 시간량이 작고 시간 환산 기준 없음 / 시니어 Y 하나로 개인의 관절·균형·운동 가능 여부를 판단할 수 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 칸 목표를 유지하더라도 실제 오름 시간 수집; 임의 분 환산 금지 / 지원 도구·통증·균형 조건으로 적합성 세분화"
"FAST_RUN_41","木","유산소","빠른 속도로 달리기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","운동장,가까운 공원,평탄한 산책로","200","400","100","m","언제나","힘찬 뜀걸음이 오늘의 추진력을 깨워줘요.","{place}에서 {num}{unit} 빠르게 달리기!","걷기로 충분히 몸을 풀고 통증이나 어지럼이 있으면 즉시 멈춰요.","HIGH_IMPACT","N","검수대기","유산소","고","RPE","숨이 크게 차고 짧은 말만 가능한 빠른 달리기 RPE 7~8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공"
"RUN_INTERVAL_42","木","유산소","빠르게 뛰고 천천히 회복하기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","운동장,가까운 공원,평탄한 산책로","300","500","100","m","언제나","속도의 변화가 오늘의 도전운을 끌어올려요.","{place}에서 {num}{unit} 빠르게 뛰고 천천히 회복하기!","빠른 구간은 짧게 하고 가슴 통증이나 심한 숨참이 있으면 즉시 중단해요.","HIGH_IMPACT","N","검수대기","유산소","고","RPE","빠른 달리기 구간에서 대화가 어려운 인터벌 RPE 7~8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음 / 회복 구간까지 전체 고강도로 환산하면 과대 계상","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공 / 빠른 구간/회복 구간별 실제 초와 강도를 따로 저장"
"SHUTTLE_RUN_43","木","유산소","짧은 왕복 달리기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","운동장,넓은 공터,평탄한 산책로","100","300","100","m","언제나","민첩한 방향 전환이 오늘의 기세를 북돋아줘요.","{place}에서 {num}{unit} 짧게 왕복 달리기!","표시한 두 지점 사이를 왕복해서 달려요. 방향을 바꿀 때는 속도를 살짝 줄이고 무릎 방향을 발끝과 맞춰요. 미끄럽지 않은 평지에서 하고 무릎 통증이 있으면 멈춰요.","HIGH_IMPACT","N","검수대기","유산소","고","RPE","반복 가속과 방향 전환으로 심박수 상승이 큰 왕복 달리기 RPE 7~8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음 / 짧은 왕복·급회전은 GPS 거리 및 초보 난이도에 불리","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공 / 숙련자 선택형; 실외 직선 시간 미션으로 대체 검토"
"HIGH_KNEE_RUN_44","火","유산소","무릎 높여 제자리 달리기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,운동 공간,넓은 공터","20","40","10","초","언제나","높아진 무릎이 오늘의 활력운을 힘껏 밀어줘요.","{place}에서 {num}{unit} 무릎 높여 제자리 달리기!","미끄럽지 않은 바닥에서 실시하고 허리나 무릎이 불편하면 즉시 멈춰요.","HIGH_IMPACT","N","검수대기","유산소","고","RPE","빠른 제자리 달리기로 숨이 크게 차는 수준 RPE 7~8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 타이머 경과가 실제 운동 수행을 보장하지 않음 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음 / 火 보상축과 유산소 운동종목이 다름","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 완료 후 실제 운동시간·체감 강도 확인; 자기보고 출처 보존 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공 / 계산은 운동종목·실제 수행 기준; 火를 근력으로 자동 매핑하지 않기"
"JUMPING_JACK_45","火","유산소","팔벌려뛰기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,운동 공간,넓은 공터","10","30","10","회","언제나","힘찬 점프가 오늘의 막힌 기운을 활짝 열어줘요.","{place}에서 팔벌려뛰기 {num}{unit} 하기!","주변을 비우고 착지할 때 무릎을 부드럽게 굽히며 관절 통증이 있으면 중단해요.","HIGH_IMPACT","N","검수대기","유산소","고","RPE","연속 점프 전신 운동으로 심박수와 호흡이 빠르게 증가 RPE 7~8","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 거리·칸수·완료 체크만으로 유산소 실제 분 계산 불가 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음 / 火 보상축과 유산소 운동종목이 다름","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 목표 단위와 별개로 active_seconds 및 강도별 시간을 기록 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공 / 계산은 운동종목·실제 수행 기준; 火를 근력으로 자동 매핑하지 않기"
"JUMP_ROPE_46","火","유산소","줄넘기 빠르게 하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","운동장,넓은 공터,운동 공간","30","60","15","초","언제나","경쾌한 줄넘기가 오늘의 상승운을 당겨줘요.","{place}에서 {num}{unit} 줄넘기 빠르게 하기!","충격을 흡수하는 신발을 신고 낮게 뛰며 발목이나 무릎 통증이 있으면 멈춰요.","HIGH_IMPACT","N","검수대기","유산소","고","지침서표","빠른 줄넘기는 고강도 유산소 활동에 해당","0.75","조건부운동","운동경험·통증·균형 조건 확인 후 노출","후보: 실제 활동시간과 실제 강도 확인 후 주간 유산소 분에 반영","P1","템플릿 강도는 개인의 실제 수행 강도와 다를 수 있음 / 타이머 경과가 실제 운동 수행을 보장하지 않음 / 고강도 또는 복잡한 동작의 체력·통증 조건이 없음 / 火 보상축과 유산소 운동종목이 다름","실제 강도, 구간별 활동 초, 여가/이동/일 맥락 수집 / 완료 후 실제 운동시간·체감 강도 확인; 자기보고 출처 보존 / 운동 경험·동작 가능 여부로 추천 제한; 쉬운 대체 동작 제공 / 계산은 운동종목·실제 수행 기준; 火를 근력으로 자동 매핑하지 않기"
